StandingTackle,Finishing,Composure,LongPassing,ShortPassing,SprintSpeed,HeadingAccuracy,Positioning,Aggression,Overall,LongShots,Marking,Jumping,GKHandling,Vision,Agility,GKReflexes,GKDiving,Balance,GKKicking,Dribbling,Age,Volleys,Strength,Stamina,Interceptions,Crossing,Penalties,BallControl,Acceleration,ShotPower,SlidingTackle,GKPositioning,Curve,Reactions,ID,RWB,RM,RS,LAM,CAM,RCM,LWB,LDM,CM,CDM,ST,RDM,CF,LF,LB,GK,RAM,RCB,LCB,CB,LS,LCM,RW,LM,LW,RF,RB
18.0,13.0,32.0,28.0,25.0,26.0,15.0,9.0,27.0,72.0,16.0,15.0,57.0,70.0,27.0,34.0,71.0,75.0,33.0,62.0,23.0,21.0,14.0,67.0,25.0,14.0,21.0,22.0,22.0,27.0,22.0,20.0,72.0,19.0,65.0,219793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,73.0,70.0,70.0,76.0,85.0,67.0,70.0,45.0,72.0,69.0,25.0,74.0,13.0,68.0,92.0,11.0,15.0,88.0,12.0,74.0,33.0,77.0,42.0,80.0,45.0,73.0,71.0,75.0,87.0,61.0,32.0,10.0,84.0,81.0,230289.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,74.0,63.0,45.0,61.0,75.0,69.0,75.0,74.0,72.0,63.0,25.0,71.0,11.0,58.0,65.0,14.0,12.0,61.0,7.0,68.0,22.0,65.0,74.0,75.0,29.0,40.0,57.0,71.0,66.0,73.0,17.0,11.0,58.0,74.0,212626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,13.0,27.0,19.0,33.0,43.0,17.0,14.0,17.0,72.0,20.0,17.0,70.0,68.0,42.0,39.0,73.0,72.0,55.0,68.0,22.0,21.0,16.0,72.0,24.0,24.0,18.0,15.0,24.0,44.0,19.0,19.0,72.0,14.0,70.0,215698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,64.0,72.0,67.0,68.0,75.0,49.0,63.0,53.0,72.0,75.0,47.0,50.0,15.0,68.0,72.0,15.0,13.0,70.0,7.0,72.0,28.0,51.0,65.0,82.0,36.0,74.0,69.0,73.0,74.0,79.0,28.0,14.0,71.0,66.0,183442.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,72.0,64.0,55.0,62.0,83.0,61.0,76.0,53.0,72.0,61.0,23.0,74.0,14.0,53.0,63.0,7.0,16.0,68.0,12.0,75.0,25.0,64.0,71.0,55.0,34.0,72.0,55.0,74.0,81.0,62.0,13.0,7.0,68.0,72.0,230291.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.0,67.0,66.0,72.0,68.0,74.0,63.0,68.0,46.0,72.0,73.0,66.0,64.0,10.0,67.0,72.0,9.0,9.0,67.0,7.0,74.0,25.0,57.0,62.0,66.0,57.0,76.0,72.0,74.0,76.0,74.0,67.0,6.0,73.0,64.0,193172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20.0,53.0,66.0,64.0,72.0,73.0,20.0,65.0,26.0,72.0,52.0,24.0,48.0,12.0,69.0,84.0,9.0,6.0,83.0,10.0,80.0,22.0,54.0,46.0,64.0,21.0,66.0,56.0,80.0,78.0,50.0,24.0,7.0,62.0,65.0,201877.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,71.0,60.0,53.0,73.0,83.0,28.0,67.0,37.0,72.0,73.0,13.0,59.0,6.0,58.0,88.0,16.0,11.0,92.0,16.0,80.0,21.0,67.0,36.0,40.0,16.0,65.0,57.0,77.0,91.0,72.0,20.0,12.0,79.0,65.0,208790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
68.0,58.0,64.0,70.0,75.0,73.0,56.0,63.0,70.0,72.0,74.0,69.0,69.0,14.0,57.0,74.0,8.0,13.0,68.0,12.0,64.0,24.0,55.0,73.0,80.0,71.0,63.0,44.0,70.0,70.0,78.0,63.0,14.0,59.0,74.0,229526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.0,61.0,66.0,60.0,70.0,69.0,54.0,66.0,83.0,72.0,56.0,73.0,51.0,8.0,59.0,63.0,6.0,9.0,69.0,9.0,70.0,21.0,54.0,66.0,73.0,72.0,73.0,47.0,69.0,66.0,60.0,71.0,6.0,64.0,70.0,229782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17.0,73.0,70.0,57.0,68.0,63.0,76.0,74.0,65.0,72.0,67.0,24.0,74.0,14.0,67.0,75.0,9.0,12.0,75.0,8.0,67.0,35.0,55.0,71.0,33.0,38.0,49.0,65.0,72.0,67.0,68.0,20.0,6.0,56.0,71.0,190614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.0,32.0,64.0,58.0,61.0,68.0,65.0,46.0,64.0,72.0,27.0,71.0,72.0,8.0,30.0,69.0,10.0,8.0,60.0,11.0,55.0,26.0,25.0,73.0,71.0,77.0,64.0,43.0,63.0,69.0,68.0,77.0,14.0,44.0,74.0,193686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,12.0,21.0,34.0,40.0,65.0,13.0,11.0,15.0,72.0,13.0,14.0,81.0,70.0,55.0,70.0,75.0,75.0,45.0,74.0,13.0,28.0,19.0,45.0,41.0,13.0,14.0,12.0,23.0,55.0,25.0,12.0,67.0,13.0,68.0,199575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,46.0,59.0,69.0,72.0,64.0,70.0,36.0,73.0,72.0,59.0,73.0,80.0,8.0,47.0,66.0,10.0,15.0,59.0,14.0,57.0,27.0,47.0,68.0,63.0,75.0,59.0,46.0,63.0,56.0,70.0,71.0,15.0,67.0,67.0,186519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,70.0,70.0,44.0,62.0,81.0,65.0,74.0,40.0,72.0,65.0,41.0,66.0,7.0,54.0,88.0,9.0,8.0,87.0,15.0,75.0,25.0,68.0,45.0,63.0,37.0,66.0,65.0,72.0,82.0,72.0,26.0,7.0,40.0,77.0,230296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,71.0,73.0,35.0,55.0,75.0,73.0,73.0,43.0,72.0,50.0,11.0,90.0,14.0,49.0,72.0,10.0,5.0,59.0,11.0,59.0,30.0,69.0,93.0,79.0,15.0,45.0,73.0,72.0,68.0,75.0,11.0,5.0,55.0,69.0,172696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.0,32.0,68.0,64.0,67.0,88.0,52.0,63.0,66.0,72.0,48.0,67.0,86.0,10.0,60.0,81.0,14.0,12.0,84.0,13.0,67.0,27.0,62.0,67.0,85.0,70.0,67.0,54.0,68.0,89.0,70.0,68.0,7.0,66.0,72.0,198553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21.0,71.0,66.0,45.0,66.0,81.0,65.0,72.0,74.0,72.0,56.0,15.0,80.0,8.0,70.0,69.0,12.0,9.0,58.0,8.0,68.0,24.0,70.0,75.0,84.0,30.0,51.0,65.0,69.0,84.0,67.0,14.0,10.0,54.0,80.0,202905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.0,27.0,64.0,61.0,63.0,68.0,76.0,53.0,58.0,72.0,34.0,76.0,80.0,15.0,58.0,64.0,10.0,6.0,76.0,8.0,59.0,30.0,21.0,77.0,70.0,68.0,57.0,44.0,65.0,68.0,47.0,79.0,13.0,33.0,73.0,172953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,69.0,72.0,55.0,60.0,76.0,66.0,73.0,74.0,72.0,67.0,16.0,85.0,14.0,69.0,75.0,15.0,15.0,66.0,8.0,74.0,28.0,70.0,79.0,65.0,21.0,65.0,68.0,73.0,69.0,74.0,31.0,8.0,68.0,73.0,189849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
71.0,30.0,73.0,67.0,65.0,86.0,57.0,65.0,69.0,72.0,49.0,60.0,82.0,15.0,61.0,82.0,12.0,11.0,82.0,6.0,66.0,27.0,50.0,70.0,81.0,73.0,73.0,53.0,64.0,85.0,60.0,69.0,11.0,65.0,71.0,193177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.0,26.0,65.0,61.0,51.0,37.0,72.0,33.0,80.0,72.0,44.0,74.0,66.0,6.0,24.0,33.0,15.0,15.0,33.0,9.0,38.0,33.0,16.0,91.0,37.0,69.0,30.0,25.0,46.0,34.0,79.0,68.0,7.0,19.0,54.0,137114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.0,45.0,67.0,68.0,67.0,60.0,68.0,48.0,86.0,72.0,49.0,66.0,93.0,10.0,65.0,83.0,15.0,12.0,84.0,7.0,57.0,24.0,49.0,70.0,83.0,80.0,45.0,48.0,66.0,62.0,67.0,74.0,10.0,56.0,69.0,205210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,56.0,72.0,76.0,74.0,71.0,58.0,68.0,60.0,72.0,66.0,56.0,71.0,6.0,70.0,74.0,15.0,6.0,68.0,8.0,77.0,20.0,62.0,59.0,60.0,65.0,64.0,42.0,76.0,73.0,72.0,61.0,11.0,59.0,67.0,230042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,77.0,66.0,51.0,65.0,71.0,70.0,75.0,59.0,72.0,72.0,30.0,75.0,13.0,61.0,64.0,8.0,9.0,61.0,7.0,63.0,25.0,74.0,59.0,66.0,51.0,60.0,76.0,67.0,73.0,76.0,28.0,9.0,68.0,63.0,230298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,70.0,71.0,44.0,66.0,86.0,65.0,77.0,67.0,72.0,67.0,34.0,73.0,9.0,71.0,84.0,7.0,8.0,71.0,13.0,65.0,30.0,67.0,60.0,85.0,34.0,59.0,65.0,66.0,86.0,71.0,23.0,6.0,64.0,79.0,184218.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,52.0,51.0,69.0,70.0,87.0,54.0,63.0,30.0,72.0,63.0,26.0,67.0,13.0,66.0,80.0,13.0,7.0,76.0,15.0,77.0,22.0,43.0,65.0,69.0,31.0,75.0,61.0,72.0,89.0,70.0,24.0,16.0,65.0,60.0,227227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
75.0,11.0,65.0,53.0,54.0,52.0,76.0,15.0,72.0,72.0,19.0,74.0,62.0,8.0,21.0,34.0,11.0,9.0,49.0,9.0,43.0,24.0,13.0,69.0,48.0,76.0,25.0,23.0,55.0,50.0,38.0,73.0,14.0,15.0,68.0,220061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,66.0,69.0,63.0,67.0,74.0,61.0,72.0,75.0,72.0,75.0,37.0,60.0,16.0,69.0,72.0,9.0,13.0,67.0,13.0,76.0,29.0,68.0,84.0,64.0,40.0,75.0,70.0,73.0,73.0,79.0,35.0,7.0,74.0,67.0,179613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
71.0,49.0,69.0,71.0,73.0,65.0,58.0,62.0,65.0,72.0,62.0,67.0,87.0,6.0,68.0,71.0,9.0,6.0,70.0,6.0,62.0,24.0,51.0,59.0,67.0,80.0,59.0,51.0,71.0,83.0,71.0,65.0,16.0,53.0,71.0,198046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73.0,52.0,61.0,66.0,70.0,78.0,52.0,59.0,66.0,72.0,65.0,66.0,67.0,11.0,63.0,74.0,10.0,14.0,80.0,11.0,72.0,23.0,47.0,66.0,67.0,70.0,72.0,49.0,71.0,81.0,68.0,74.0,10.0,73.0,65.0,206238.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73.0,53.0,61.0,61.0,68.0,84.0,67.0,64.0,62.0,72.0,52.0,69.0,58.0,7.0,60.0,84.0,15.0,10.0,85.0,14.0,73.0,19.0,21.0,55.0,67.0,62.0,73.0,37.0,76.0,89.0,57.0,71.0,12.0,70.0,59.0,221342.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.0,61.0,67.0,70.0,74.0,74.0,49.0,61.0,40.0,72.0,68.0,47.0,71.0,14.0,72.0,90.0,16.0,10.0,79.0,6.0,75.0,21.0,40.0,56.0,59.0,24.0,72.0,70.0,73.0,76.0,57.0,50.0,10.0,60.0,64.0,225182.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,75.0,71.0,61.0,65.0,68.0,69.0,69.0,49.0,72.0,76.0,23.0,70.0,13.0,50.0,63.0,18.0,13.0,65.0,14.0,68.0,25.0,76.0,53.0,65.0,22.0,60.0,67.0,77.0,70.0,73.0,20.0,13.0,65.0,77.0,230302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73.0,27.0,69.0,61.0,65.0,73.0,73.0,59.0,71.0,72.0,50.0,71.0,75.0,7.0,39.0,71.0,13.0,12.0,62.0,15.0,65.0,30.0,47.0,79.0,78.0,71.0,70.0,55.0,64.0,66.0,66.0,75.0,7.0,63.0,70.0,183454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20.0,13.0,38.0,23.0,34.0,30.0,20.0,11.0,31.0,72.0,15.0,12.0,55.0,69.0,67.0,61.0,76.0,74.0,44.0,68.0,12.0,26.0,13.0,76.0,34.0,20.0,21.0,14.0,25.0,25.0,23.0,11.0,69.0,14.0,68.0,193182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,65.0,74.0,75.0,75.0,66.0,67.0,59.0,83.0,72.0,67.0,68.0,78.0,8.0,70.0,63.0,8.0,15.0,67.0,9.0,70.0,33.0,66.0,77.0,78.0,76.0,68.0,56.0,69.0,68.0,74.0,73.0,9.0,65.0,75.0,152991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,72.0,72.0,64.0,66.0,84.0,58.0,72.0,55.0,72.0,77.0,26.0,61.0,13.0,63.0,78.0,14.0,7.0,74.0,9.0,74.0,28.0,70.0,60.0,56.0,37.0,66.0,67.0,74.0,84.0,77.0,28.0,12.0,59.0,65.0,199840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22.0,72.0,74.0,60.0,62.0,68.0,79.0,71.0,56.0,72.0,64.0,23.0,81.0,10.0,65.0,74.0,9.0,13.0,65.0,13.0,64.0,30.0,66.0,77.0,64.0,36.0,55.0,73.0,74.0,64.0,77.0,14.0,16.0,36.0,70.0,164769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.0,40.0,66.0,36.0,54.0,68.0,72.0,25.0,80.0,72.0,27.0,70.0,76.0,15.0,31.0,61.0,10.0,9.0,71.0,14.0,30.0,28.0,23.0,83.0,71.0,72.0,49.0,52.0,42.0,65.0,40.0,70.0,9.0,13.0,66.0,212130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.0,42.0,74.0,70.0,69.0,60.0,75.0,33.0,78.0,72.0,56.0,71.0,76.0,9.0,44.0,58.0,14.0,8.0,55.0,12.0,45.0,30.0,27.0,74.0,72.0,72.0,31.0,71.0,63.0,53.0,44.0,70.0,12.0,43.0,62.0,177571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,65.0,67.0,73.0,75.0,52.0,49.0,64.0,64.0,72.0,73.0,59.0,66.0,10.0,75.0,66.0,7.0,7.0,66.0,15.0,71.0,35.0,62.0,69.0,61.0,64.0,77.0,63.0,76.0,59.0,68.0,58.0,9.0,76.0,66.0,142756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73.0,41.0,65.0,68.0,74.0,62.0,58.0,55.0,85.0,72.0,42.0,68.0,69.0,10.0,58.0,71.0,11.0,9.0,85.0,12.0,60.0,22.0,37.0,71.0,78.0,69.0,43.0,49.0,70.0,69.0,61.0,70.0,12.0,48.0,68.0,221860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,68.0,65.0,67.0,74.0,78.0,45.0,69.0,64.0,72.0,53.0,63.0,64.0,11.0,68.0,86.0,14.0,8.0,78.0,13.0,80.0,22.0,57.0,54.0,74.0,55.0,68.0,62.0,78.0,78.0,60.0,68.0,8.0,60.0,72.0,230564.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.0,71.0,68.0,54.0,68.0,86.0,64.0,68.0,62.0,72.0,66.0,48.0,83.0,10.0,66.0,82.0,12.0,16.0,70.0,7.0,76.0,23.0,57.0,68.0,74.0,47.0,59.0,57.0,74.0,80.0,78.0,42.0,14.0,56.0,67.0,214949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15.0,73.0,70.0,33.0,59.0,85.0,71.0,76.0,32.0,72.0,50.0,11.0,77.0,14.0,45.0,81.0,15.0,8.0,75.0,13.0,69.0,24.0,69.0,69.0,76.0,17.0,41.0,65.0,71.0,86.0,65.0,15.0,15.0,67.0,67.0,224933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.0,20.0,71.0,57.0,62.0,65.0,72.0,35.0,80.0,72.0,38.0,69.0,74.0,13.0,48.0,52.0,8.0,15.0,54.0,15.0,56.0,27.0,30.0,84.0,69.0,67.0,36.0,45.0,59.0,63.0,44.0,64.0,13.0,24.0,70.0,183975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.0,29.0,70.0,66.0,70.0,71.0,66.0,55.0,75.0,72.0,58.0,71.0,66.0,13.0,55.0,67.0,11.0,11.0,70.0,9.0,70.0,27.0,39.0,64.0,71.0,70.0,71.0,52.0,70.0,69.0,69.0,73.0,15.0,63.0,71.0,194727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,67.0,69.0,56.0,68.0,80.0,52.0,72.0,60.0,72.0,66.0,36.0,73.0,11.0,70.0,75.0,15.0,14.0,72.0,12.0,76.0,28.0,65.0,54.0,60.0,39.0,71.0,65.0,73.0,81.0,66.0,38.0,14.0,69.0,67.0,182440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
74.0,32.0,63.0,64.0,72.0,72.0,64.0,35.0,73.0,72.0,28.0,71.0,77.0,10.0,65.0,70.0,6.0,13.0,67.0,11.0,60.0,26.0,33.0,65.0,63.0,75.0,50.0,54.0,65.0,64.0,57.0,72.0,15.0,43.0,65.0,200105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
72.0,35.0,70.0,51.0,68.0,49.0,75.0,17.0,81.0,72.0,27.0,73.0,79.0,11.0,41.0,36.0,14.0,7.0,68.0,6.0,49.0,32.0,40.0,76.0,60.0,68.0,50.0,41.0,58.0,42.0,52.0,64.0,6.0,43.0,71.0,142762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,63.0,65.0,60.0,65.0,85.0,56.0,68.0,77.0,72.0,65.0,31.0,49.0,12.0,69.0,83.0,10.0,7.0,75.0,13.0,76.0,25.0,69.0,68.0,83.0,22.0,64.0,62.0,71.0,86.0,74.0,49.0,14.0,69.0,65.0,210602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
73.0,41.0,65.0,61.0,65.0,65.0,83.0,31.0,68.0,72.0,41.0,72.0,77.0,13.0,47.0,52.0,10.0,15.0,41.0,14.0,39.0,25.0,22.0,87.0,76.0,65.0,39.0,31.0,54.0,41.0,69.0,65.0,12.0,48.0,63.0,193706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
