,Volleys,SlidingTackle,Reactions,Strength,Vision,GKDiving,Aggression,ShortPassing,GKHandling,GKKicking,Stamina,Curve,Dribbling,LongShots,Agility,StandingTackle,Balance,Marking,BallControl,Composure,LongPassing,SprintSpeed,Name,HeadingAccuracy,Penalties,Overall,Jumping,Finishing,Positioning,Crossing,Interceptions,GKPositioning,Acceleration,GKReflexes,Age,ShotPower
487,28.0,82.0,80.0,69.0,64.0,14.0,76.0,71.0,9.0,7.0,91.0,78.0,69.0,39.0,77.0,81.0,66.0,69.0,80.0,70.0,68.0,71.0,Hugo Mallo,65.0,23.0,80,82.0,28.0,46.0,84.0,81.0,9.0,71.0,15.0,27,74.0
488,45.0,79.0,82.0,78.0,69.0,14.0,81.0,78.0,6.0,7.0,84.0,77.0,75.0,67.0,66.0,82.0,60.0,82.0,79.0,77.0,75.0,66.0,André Almeida,74.0,43.0,80,77.0,54.0,66.0,80.0,81.0,12.0,65.0,8.0,27,70.0
489,73.0,49.0,81.0,76.0,74.0,12.0,70.0,80.0,11.0,10.0,66.0,78.0,81.0,87.0,75.0,59.0,73.0,36.0,83.0,79.0,75.0,67.0,D. Didavi,58.0,65.0,80,76.0,80.0,82.0,75.0,51.0,14.0,70.0,6.0,28,88.0
490,67.0,78.0,80.0,75.0,74.0,14.0,75.0,78.0,13.0,14.0,77.0,82.0,76.0,72.0,73.0,78.0,70.0,80.0,78.0,80.0,78.0,73.0,R. Rodríguez,64.0,83.0,80,73.0,59.0,68.0,86.0,80.0,14.0,73.0,11.0,25,78.0
491,73.0,70.0,74.0,63.0,80.0,4.0,66.0,82.0,5.0,3.0,77.0,78.0,84.0,74.0,75.0,64.0,73.0,50.0,84.0,78.0,75.0,76.0,R. Pereyra,60.0,72.0,80,65.0,74.0,76.0,78.0,70.0,4.0,75.0,8.0,27,68.0
492,77.0,82.0,79.0,79.0,57.0,9.0,78.0,77.0,12.0,8.0,77.0,75.0,73.0,69.0,68.0,81.0,60.0,81.0,76.0,69.0,69.0,80.0,Mario Gaspar,65.0,50.0,80,73.0,68.0,64.0,79.0,80.0,9.0,76.0,15.0,27,81.0
493,29.0,76.0,66.0,90.0,52.0,15.0,88.0,67.0,11.0,14.0,70.0,70.0,55.0,67.0,33.0,82.0,45.0,82.0,60.0,71.0,75.0,60.0,Maicon,83.0,52.0,80,71.0,40.0,44.0,70.0,79.0,10.0,52.0,6.0,29,85.0
494,62.0,77.0,84.0,74.0,76.0,12.0,72.0,83.0,9.0,10.0,83.0,84.0,73.0,62.0,72.0,81.0,75.0,78.0,80.0,81.0,83.0,53.0,D. Blind,72.0,56.0,80,72.0,46.0,66.0,81.0,83.0,14.0,62.0,10.0,28,68.0
495,19.0,16.0,77.0,65.0,57.0,79.0,18.0,37.0,77.0,77.0,40.0,13.0,15.0,17.0,54.0,18.0,42.0,25.0,34.0,61.0,38.0,45.0,J. Zoet,19.0,27.0,80,57.0,12.0,11.0,17.0,21.0,79.0,57.0,83.0,27,25.0
496,74.0,35.0,74.0,58.0,78.0,6.0,44.0,78.0,14.0,7.0,60.0,80.0,87.0,78.0,81.0,35.0,79.0,39.0,86.0,75.0,71.0,76.0,A. Ljajić,48.0,75.0,80,63.0,69.0,75.0,72.0,32.0,6.0,82.0,12.0,26,76.0
497,63.0,16.0,79.0,56.0,82.0,15.0,55.0,84.0,12.0,16.0,55.0,81.0,81.0,78.0,69.0,23.0,69.0,60.0,80.0,65.0,70.0,62.0,Canales,38.0,66.0,80,36.0,77.0,81.0,79.0,50.0,13.0,67.0,12.0,27,71.0
498,69.0,32.0,78.0,53.0,78.0,15.0,48.0,82.0,5.0,14.0,74.0,80.0,84.0,75.0,85.0,36.0,85.0,54.0,85.0,78.0,74.0,76.0,Iago Falqué,53.0,77.0,80,36.0,75.0,80.0,78.0,26.0,13.0,79.0,7.0,28,70.0
499,83.0,37.0,81.0,84.0,69.0,16.0,52.0,76.0,10.0,8.0,83.0,63.0,66.0,69.0,58.0,43.0,59.0,44.0,76.0,77.0,64.0,57.0,L. de Jong,93.0,64.0,80,81.0,79.0,84.0,66.0,38.0,8.0,53.0,11.0,27,84.0
500,13.0,17.0,72.0,62.0,52.0,82.0,24.0,39.0,81.0,79.0,41.0,32.0,16.0,15.0,63.0,15.0,48.0,23.0,24.0,62.0,33.0,52.0,Guaita,20.0,29.0,80,68.0,11.0,13.0,35.0,27.0,77.0,51.0,82.0,31,45.0
501,63.0,34.0,81.0,46.0,77.0,10.0,66.0,80.0,5.0,5.0,64.0,78.0,86.0,72.0,88.0,55.0,94.0,58.0,83.0,77.0,67.0,75.0,Muniain,43.0,61.0,80,73.0,76.0,80.0,74.0,45.0,13.0,83.0,12.0,25,61.0
502,62.0,27.0,76.0,58.0,84.0,12.0,68.0,82.0,7.0,8.0,68.0,83.0,85.0,75.0,81.0,23.0,74.0,57.0,84.0,79.0,81.0,71.0,Susaeta,52.0,58.0,80,65.0,69.0,74.0,88.0,43.0,6.0,78.0,10.0,30,80.0
503,66.0,74.0,83.0,66.0,80.0,13.0,58.0,82.0,8.0,13.0,77.0,82.0,78.0,73.0,77.0,76.0,75.0,81.0,82.0,80.0,81.0,65.0,S. Rudy,59.0,71.0,80,65.0,63.0,72.0,73.0,82.0,12.0,69.0,10.0,28,73.0
504,12.0,10.0,80.0,73.0,46.0,79.0,30.0,25.0,74.0,77.0,45.0,14.0,10.0,13.0,42.0,14.0,37.0,15.0,24.0,62.0,12.0,52.0,K. Trapp,11.0,17.0,80,75.0,13.0,12.0,13.0,22.0,82.0,45.0,83.0,27,22.0
505,60.0,77.0,81.0,92.0,64.0,6.0,89.0,77.0,14.0,10.0,78.0,62.0,68.0,60.0,68.0,85.0,65.0,78.0,75.0,76.0,70.0,61.0,V. Wanyama,71.0,65.0,80,79.0,61.0,63.0,62.0,83.0,13.0,54.0,16.0,27,79.0
506,64.0,77.0,74.0,74.0,63.0,6.0,76.0,75.0,7.0,6.0,63.0,37.0,68.0,46.0,68.0,82.0,78.0,79.0,74.0,77.0,72.0,72.0,N. Nkoulou,77.0,50.0,80,83.0,33.0,54.0,60.0,80.0,15.0,72.0,7.0,28,58.0
507,73.0,30.0,74.0,61.0,85.0,10.0,58.0,81.0,12.0,16.0,68.0,83.0,81.0,76.0,78.0,35.0,78.0,55.0,80.0,79.0,76.0,73.0,R. Boudebouz,45.0,90.0,80,61.0,77.0,75.0,82.0,32.0,10.0,75.0,14.0,28,78.0
508,52.0,74.0,81.0,75.0,76.0,9.0,85.0,80.0,13.0,15.0,79.0,62.0,64.0,54.0,68.0,81.0,63.0,78.0,75.0,76.0,74.0,55.0,Camacho,83.0,48.0,80,85.0,58.0,66.0,50.0,86.0,8.0,63.0,10.0,28,76.0
509,13.0,14.0,79.0,41.0,42.0,79.0,25.0,41.0,72.0,69.0,29.0,12.0,13.0,11.0,34.0,18.0,39.0,16.0,22.0,45.0,38.0,40.0,S. Ulreich,8.0,22.0,80,66.0,12.0,8.0,14.0,14.0,80.0,41.0,86.0,29,24.0
510,36.0,80.0,76.0,76.0,64.0,5.0,76.0,69.0,11.0,12.0,68.0,53.0,65.0,53.0,73.0,84.0,68.0,84.0,67.0,76.0,67.0,71.0,M. Musacchio,76.0,57.0,80,83.0,40.0,50.0,55.0,84.0,6.0,69.0,12.0,27,57.0
511,74.0,42.0,81.0,78.0,69.0,16.0,81.0,74.0,14.0,9.0,81.0,66.0,78.0,75.0,65.0,49.0,62.0,45.0,79.0,77.0,65.0,69.0,C. Stuani,87.0,80.0,80,83.0,80.0,82.0,68.0,36.0,16.0,70.0,8.0,31,79.0
512,10.0,20.0,72.0,68.0,36.0,81.0,34.0,29.0,80.0,76.0,35.0,18.0,19.0,12.0,41.0,16.0,50.0,25.0,25.0,45.0,25.0,44.0,P. Gulácsi,23.0,24.0,80,67.0,10.0,11.0,16.0,23.0,76.0,42.0,81.0,28,23.0
513,48.0,78.0,77.0,72.0,85.0,13.0,76.0,85.0,10.0,9.0,50.0,72.0,74.0,76.0,49.0,80.0,60.0,81.0,78.0,84.0,84.0,31.0,Bruno,61.0,75.0,80,58.0,66.0,69.0,60.0,80.0,11.0,34.0,8.0,34,80.0
514,59.0,79.0,81.0,65.0,73.0,10.0,84.0,82.0,9.0,14.0,87.0,72.0,77.0,75.0,87.0,81.0,86.0,77.0,82.0,76.0,76.0,72.0,F. Delph,60.0,65.0,80,67.0,64.0,72.0,74.0,80.0,11.0,75.0,6.0,28,82.0
515,72.0,62.0,74.0,64.0,83.0,6.0,76.0,84.0,15.0,14.0,77.0,77.0,84.0,71.0,78.0,64.0,75.0,61.0,85.0,80.0,76.0,69.0,A. Lallana,67.0,70.0,80,70.0,72.0,75.0,74.0,64.0,8.0,70.0,11.0,30,72.0
516,42.0,73.0,71.0,90.0,57.0,16.0,83.0,70.0,15.0,10.0,85.0,39.0,51.0,30.0,49.0,82.0,47.0,80.0,65.0,71.0,72.0,54.0,Marcelo,83.0,51.0,80,81.0,48.0,39.0,36.0,81.0,7.0,54.0,14.0,31,76.0
517,64.0,82.0,80.0,69.0,70.0,5.0,78.0,78.0,15.0,10.0,77.0,42.0,79.0,66.0,73.0,84.0,74.0,78.0,78.0,82.0,70.0,75.0,S. Coleman,69.0,55.0,80,71.0,61.0,75.0,82.0,80.0,13.0,77.0,7.0,29,75.0
518,75.0,19.0,78.0,72.0,66.0,16.0,63.0,75.0,7.0,13.0,67.0,81.0,81.0,73.0,83.0,23.0,69.0,35.0,80.0,74.0,53.0,85.0,Alexandre Pato,69.0,74.0,80,78.0,80.0,79.0,68.0,29.0,15.0,84.0,8.0,28,76.0
519,69.0,82.0,78.0,68.0,66.0,10.0,75.0,77.0,7.0,10.0,85.0,82.0,74.0,84.0,76.0,81.0,76.0,68.0,80.0,70.0,76.0,79.0,Antunes,69.0,61.0,80,63.0,56.0,70.0,81.0,80.0,9.0,76.0,14.0,31,87.0
520,58.0,81.0,82.0,65.0,66.0,7.0,77.0,77.0,5.0,9.0,74.0,74.0,73.0,61.0,70.0,83.0,73.0,80.0,77.0,76.0,61.0,67.0,Nacho Monreal,72.0,61.0,80,74.0,55.0,66.0,76.0,81.0,3.0,72.0,5.0,32,74.0
521,61.0,65.0,78.0,70.0,84.0,16.0,74.0,84.0,10.0,14.0,77.0,83.0,72.0,76.0,70.0,73.0,73.0,63.0,80.0,73.0,82.0,41.0,Beñat,47.0,69.0,80,59.0,69.0,77.0,80.0,70.0,6.0,64.0,13.0,31,87.0
522,57.0,64.0,80.0,73.0,81.0,9.0,80.0,81.0,13.0,6.0,75.0,65.0,78.0,73.0,75.0,76.0,79.0,68.0,81.0,81.0,80.0,71.0,A. Fernández,59.0,62.0,80,59.0,69.0,78.0,70.0,77.0,16.0,69.0,9.0,32,74.0
523,78.0,39.0,80.0,64.0,75.0,6.0,66.0,79.0,10.0,8.0,75.0,76.0,75.0,73.0,81.0,33.0,77.0,50.0,79.0,82.0,72.0,85.0,K. Gameiro,67.0,81.0,80,85.0,78.0,85.0,70.0,38.0,8.0,86.0,6.0,31,82.0
524,77.0,24.0,82.0,73.0,77.0,14.0,79.0,78.0,13.0,7.0,89.0,80.0,86.0,80.0,87.0,62.0,81.0,61.0,84.0,82.0,74.0,76.0,I. Piatti,54.0,80.0,80,31.0,81.0,83.0,69.0,55.0,7.0,77.0,15.0,33,83.0
525,73.0,40.0,76.0,77.0,82.0,3.0,55.0,82.0,5.0,5.0,72.0,78.0,84.0,83.0,68.0,52.0,68.0,68.0,86.0,80.0,76.0,74.0,V. Birsa,60.0,76.0,80,68.0,62.0,75.0,78.0,49.0,5.0,70.0,3.0,31,84.0
526,17.0,15.0,78.0,75.0,55.0,78.0,33.0,39.0,76.0,81.0,35.0,12.0,12.0,11.0,52.0,11.0,44.0,14.0,40.0,62.0,48.0,44.0,S. Romero,12.0,16.0,80,63.0,14.0,11.0,11.0,21.0,77.0,47.0,82.0,31,14.0
527,62.0,83.0,78.0,73.0,75.0,13.0,79.0,80.0,10.0,16.0,89.0,72.0,72.0,59.0,68.0,82.0,65.0,84.0,73.0,75.0,81.0,77.0,D. Criscito,69.0,70.0,80,80.0,56.0,68.0,82.0,77.0,9.0,78.0,9.0,31,68.0
528,75.0,30.0,80.0,63.0,82.0,15.0,53.0,79.0,15.0,8.0,82.0,80.0,78.0,84.0,72.0,40.0,73.0,39.0,82.0,83.0,76.0,60.0,D. Valeri,70.0,79.0,80,68.0,80.0,84.0,78.0,36.0,10.0,62.0,12.0,32,85.0
529,73.0,12.0,78.0,66.0,74.0,7.0,60.0,72.0,15.0,9.0,55.0,62.0,79.0,79.0,74.0,24.0,64.0,11.0,80.0,81.0,62.0,78.0,D. Sturridge,70.0,75.0,80,70.0,83.0,81.0,62.0,22.0,5.0,72.0,13.0,28,82.0
530,55.0,63.0,86.0,82.0,83.0,14.0,84.0,79.0,16.0,14.0,74.0,72.0,78.0,86.0,66.0,74.0,64.0,69.0,85.0,83.0,80.0,57.0,Raúl García,90.0,76.0,80,76.0,79.0,85.0,78.0,69.0,16.0,47.0,15.0,31,85.0
531,70.0,71.0,80.0,68.0,80.0,7.0,81.0,81.0,6.0,14.0,77.0,78.0,78.0,74.0,71.0,76.0,79.0,79.0,80.0,82.0,78.0,62.0,S. Defour,62.0,71.0,80,70.0,67.0,73.0,77.0,82.0,16.0,67.0,10.0,30,76.0
532,43.0,78.0,72.0,86.0,28.0,15.0,82.0,68.0,5.0,7.0,76.0,33.0,46.0,35.0,49.0,82.0,52.0,77.0,57.0,71.0,67.0,62.0,M. Škrtel,83.0,39.0,80,73.0,35.0,33.0,39.0,79.0,6.0,49.0,11.0,33,46.0
533,51.0,85.0,78.0,74.0,60.0,9.0,75.0,71.0,12.0,12.0,69.0,45.0,66.0,74.0,70.0,86.0,67.0,86.0,69.0,76.0,67.0,68.0,S. Radu,70.0,57.0,80,65.0,55.0,55.0,67.0,85.0,6.0,70.0,13.0,31,79.0
534,47.0,81.0,79.0,79.0,56.0,5.0,85.0,66.0,12.0,9.0,61.0,48.0,56.0,64.0,51.0,82.0,47.0,83.0,61.0,74.0,60.0,48.0,G. Cahill,85.0,53.0,80,80.0,56.0,45.0,28.0,78.0,5.0,42.0,12.0,32,63.0
535,37.0,81.0,77.0,68.0,73.0,9.0,77.0,79.0,5.0,12.0,85.0,57.0,73.0,67.0,79.0,79.0,87.0,78.0,80.0,83.0,75.0,69.0,L. Diarra,59.0,49.0,80,76.0,38.0,50.0,60.0,80.0,10.0,69.0,15.0,33,74.0
536,44.0,82.0,76.0,78.0,63.0,6.0,77.0,74.0,7.0,12.0,73.0,59.0,62.0,61.0,63.0,84.0,72.0,77.0,73.0,80.0,77.0,63.0,L. Perrin,81.0,68.0,80,81.0,55.0,58.0,65.0,83.0,11.0,62.0,14.0,32,65.0
537,44.0,80.0,76.0,81.0,62.0,14.0,74.0,74.0,8.0,10.0,62.0,51.0,57.0,53.0,52.0,82.0,64.0,82.0,74.0,78.0,76.0,41.0,Dante,80.0,57.0,80,65.0,47.0,41.0,58.0,79.0,6.0,38.0,13.0,34,64.0
538,37.0,79.0,76.0,83.0,49.0,7.0,81.0,73.0,9.0,12.0,67.0,36.0,49.0,59.0,55.0,83.0,36.0,82.0,63.0,78.0,67.0,49.0,A. Granqvist,81.0,79.0,80,64.0,51.0,54.0,49.0,82.0,10.0,46.0,15.0,33,74.0
539,78.0,23.0,74.0,89.0,72.0,10.0,80.0,70.0,15.0,14.0,71.0,77.0,73.0,79.0,66.0,41.0,55.0,33.0,73.0,80.0,68.0,68.0,A. Gignac,78.0,78.0,80,72.0,83.0,80.0,72.0,51.0,11.0,73.0,11.0,32,84.0
540,73.0,20.0,80.0,86.0,62.0,8.0,73.0,70.0,8.0,9.0,60.0,68.0,72.0,74.0,62.0,31.0,50.0,40.0,71.0,83.0,50.0,66.0,M. Gómez,82.0,69.0,80,76.0,81.0,83.0,60.0,20.0,7.0,63.0,14.0,32,82.0
541,10.0,13.0,71.0,72.0,59.0,77.0,24.0,23.0,72.0,78.0,35.0,19.0,15.0,13.0,53.0,13.0,45.0,18.0,22.0,67.0,22.0,50.0,I. Akinfeev,18.0,10.0,80,62.0,13.0,11.0,19.0,17.0,82.0,51.0,84.0,32,24.0
542,60.0,73.0,76.0,64.0,72.0,13.0,88.0,80.0,7.0,15.0,86.0,62.0,73.0,63.0,77.0,81.0,76.0,81.0,78.0,77.0,74.0,65.0,I. Denisov,59.0,62.0,80,70.0,61.0,64.0,67.0,80.0,13.0,67.0,12.0,34,71.0
543,49.0,80.0,82.0,74.0,72.0,11.0,78.0,77.0,14.0,10.0,80.0,80.0,75.0,53.0,74.0,81.0,63.0,75.0,78.0,74.0,66.0,86.0,Juanfran,59.0,66.0,80,68.0,54.0,68.0,81.0,76.0,15.0,74.0,7.0,33,68.0
544,14.0,14.0,78.0,66.0,53.0,75.0,36.0,28.0,81.0,74.0,42.0,10.0,11.0,11.0,48.0,13.0,47.0,16.0,23.0,62.0,23.0,52.0,Diego López,10.0,21.0,80,68.0,12.0,11.0,11.0,16.0,81.0,34.0,76.0,36,22.0
545,72.0,50.0,76.0,54.0,86.0,6.0,64.0,85.0,9.0,5.0,53.0,86.0,84.0,76.0,72.0,60.0,84.0,62.0,86.0,88.0,84.0,52.0,Santi Cazorla,58.0,80.0,80,53.0,71.0,76.0,85.0,61.0,7.0,58.0,15.0,33,77.0
546,75.0,62.0,78.0,35.0,73.0,10.0,63.0,75.0,10.0,15.0,82.0,82.0,80.0,70.0,87.0,61.0,87.0,62.0,80.0,70.0,73.0,88.0,Jesús Navas,55.0,56.0,80,65.0,64.0,79.0,82.0,69.0,7.0,89.0,13.0,32,75.0
547,51.0,82.0,79.0,72.0,68.0,6.0,88.0,79.0,10.0,8.0,76.0,63.0,58.0,55.0,72.0,81.0,78.0,78.0,80.0,81.0,75.0,62.0,J. Mascherano,66.0,60.0,80,80.0,42.0,51.0,63.0,85.0,5.0,69.0,5.0,34,76.0
548,15.0,12.0,77.0,55.0,43.0,82.0,32.0,35.0,80.0,64.0,33.0,17.0,24.0,15.0,50.0,12.0,50.0,10.0,25.0,65.0,35.0,43.0,A. Mirante,13.0,21.0,80,62.0,17.0,10.0,10.0,17.0,78.0,44.0,82.0,34,23.0
549,72.0,77.0,78.0,72.0,86.0,10.0,83.0,85.0,10.0,6.0,74.0,86.0,72.0,77.0,71.0,78.0,65.0,77.0,83.0,81.0,87.0,76.0,D. Srna,60.0,84.0,80,67.0,69.0,76.0,85.0,85.0,6.0,69.0,12.0,36,83.0
550,79.0,75.0,81.0,75.0,81.0,14.0,77.0,82.0,14.0,13.0,67.0,82.0,71.0,77.0,61.0,74.0,63.0,76.0,78.0,87.0,83.0,37.0,B. Schweinsteiger,75.0,77.0,80,71.0,69.0,73.0,76.0,77.0,13.0,36.0,11.0,33,81.0
551,13.0,14.0,74.0,57.0,68.0,84.0,22.0,31.0,77.0,81.0,30.0,16.0,13.0,16.0,54.0,14.0,49.0,15.0,24.0,60.0,35.0,34.0,Moyá,12.0,11.0,80,62.0,11.0,10.0,11.0,11.0,80.0,46.0,79.0,34,21.0
552,83.0,40.0,82.0,78.0,82.0,10.0,81.0,81.0,11.0,13.0,74.0,84.0,74.0,80.0,66.0,55.0,77.0,57.0,80.0,86.0,82.0,65.0,W. Rooney,75.0,81.0,80,74.0,80.0,80.0,77.0,56.0,8.0,65.0,7.0,32,85.0
553,81.0,18.0,73.0,72.0,76.0,14.0,62.0,79.0,13.0,8.0,60.0,80.0,80.0,73.0,70.0,22.0,51.0,39.0,79.0,69.0,51.0,78.0,Fernando Torres,77.0,74.0,80,75.0,76.0,80.0,68.0,20.0,9.0,71.0,10.0,34,83.0
554,18.0,13.0,67.0,74.0,34.0,81.0,22.0,36.0,82.0,66.0,28.0,14.0,14.0,13.0,52.0,10.0,48.0,25.0,20.0,66.0,34.0,40.0,S. Sorrentino,10.0,20.0,80,74.0,10.0,10.0,11.0,25.0,82.0,34.0,79.0,39,21.0
555,68.0,37.0,78.0,47.0,80.0,9.0,57.0,80.0,7.0,15.0,74.0,68.0,80.0,72.0,77.0,36.0,73.0,66.0,81.0,79.0,69.0,83.0,V. Tsygankov,45.0,61.0,79,50.0,75.0,75.0,76.0,39.0,6.0,82.0,12.0,20,70.0
556,30.0,75.0,75.0,78.0,34.0,7.0,94.0,69.0,8.0,13.0,77.0,33.0,54.0,22.0,47.0,80.0,56.0,79.0,60.0,72.0,44.0,64.0,Rúben Dias,81.0,45.0,79,76.0,29.0,39.0,34.0,76.0,7.0,63.0,12.0,21,54.0
557,72.0,32.0,72.0,63.0,78.0,14.0,52.0,78.0,10.0,5.0,73.0,65.0,87.0,65.0,91.0,32.0,84.0,32.0,84.0,78.0,52.0,86.0,David Neres,50.0,69.0,79,58.0,76.0,73.0,66.0,37.0,13.0,85.0,6.0,21,72.0
558,69.0,27.0,79.0,65.0,73.0,8.0,74.0,73.0,7.0,13.0,87.0,77.0,81.0,74.0,86.0,41.0,82.0,45.0,80.0,81.0,62.0,86.0,Raphinha,45.0,68.0,79,70.0,75.0,79.0,76.0,52.0,8.0,88.0,14.0,21,80.0
559,64.0,32.0,76.0,32.0,77.0,15.0,46.0,78.0,13.0,10.0,73.0,70.0,86.0,64.0,90.0,50.0,83.0,44.0,84.0,71.0,75.0,77.0,A. Harit,46.0,57.0,79,57.0,63.0,73.0,69.0,39.0,13.0,87.0,6.0,21,67.0
560,64.0,36.0,78.0,76.0,72.0,12.0,82.0,75.0,7.0,8.0,78.0,71.0,84.0,64.0,78.0,44.0,74.0,46.0,79.0,77.0,59.0,85.0,Richarlison,75.0,69.0,79,80.0,79.0,78.0,69.0,35.0,11.0,83.0,13.0,21,80.0
561,68.0,25.0,75.0,86.0,72.0,11.0,74.0,62.0,8.0,8.0,75.0,71.0,78.0,68.0,79.0,22.0,70.0,46.0,79.0,77.0,50.0,83.0,L. Martínez,79.0,59.0,79,81.0,82.0,79.0,56.0,31.0,8.0,82.0,13.0,20,79.0
562,60.0,74.0,76.0,87.0,71.0,9.0,86.0,79.0,11.0,12.0,96.0,58.0,78.0,76.0,68.0,78.0,79.0,80.0,79.0,76.0,75.0,77.0,F. Kessié,68.0,82.0,79,79.0,64.0,76.0,66.0,80.0,12.0,71.0,10.0,21,84.0
563,76.0,19.0,82.0,67.0,75.0,9.0,43.0,74.0,12.0,8.0,80.0,79.0,82.0,82.0,83.0,20.0,69.0,27.0,78.0,73.0,56.0,82.0,Luimo Boas Santos,73.0,74.0,79,82.0,79.0,82.0,42.0,20.0,10.0,86.0,9.0,30,75.0
564,8.0,16.0,76.0,60.0,60.0,81.0,35.0,11.0,75.0,71.0,23.0,12.0,18.0,12.0,66.0,9.0,43.0,22.0,20.0,64.0,12.0,62.0,Gabri Prestão,7.0,15.0,79,60.0,9.0,5.0,8.0,12.0,77.0,58.0,82.0,26,15.0
565,67.0,77.0,75.0,82.0,72.0,15.0,84.0,78.0,7.0,16.0,87.0,64.0,72.0,70.0,67.0,84.0,69.0,82.0,74.0,76.0,72.0,78.0,Melvin Parrela,83.0,72.0,79,71.0,68.0,67.0,52.0,72.0,9.0,62.0,8.0,30,75.0
566,44.0,81.0,79.0,81.0,47.0,9.0,88.0,68.0,14.0,13.0,62.0,54.0,44.0,51.0,49.0,78.0,49.0,81.0,62.0,70.0,72.0,72.0,Antônio Chiamuloira,76.0,66.0,79,88.0,51.0,24.0,55.0,77.0,8.0,67.0,10.0,30,43.0
567,49.0,76.0,81.0,62.0,61.0,15.0,62.0,73.0,13.0,12.0,85.0,55.0,78.0,56.0,82.0,78.0,75.0,79.0,77.0,54.0,75.0,76.0,Maikel Catarino,69.0,41.0,79,51.0,48.0,57.0,81.0,77.0,10.0,83.0,15.0,34,52.0
568,13.0,12.0,76.0,70.0,63.0,80.0,26.0,25.0,73.0,65.0,27.0,18.0,15.0,13.0,36.0,20.0,50.0,18.0,17.0,69.0,32.0,54.0,A. Lunev,17.0,15.0,79,60.0,14.0,11.0,16.0,20.0,77.0,58.0,85.0,26,24.0
569,79.0,35.0,77.0,74.0,68.0,14.0,76.0,69.0,13.0,7.0,77.0,69.0,77.0,60.0,77.0,40.0,72.0,28.0,79.0,75.0,58.0,83.0,André Silva,77.0,80.0,79,84.0,82.0,83.0,59.0,55.0,11.0,77.0,8.0,22,76.0
570,70.0,41.0,79.0,52.0,78.0,8.0,45.0,77.0,12.0,13.0,74.0,69.0,87.0,58.0,87.0,30.0,89.0,38.0,82.0,67.0,56.0,88.0,C. Pulisic,46.0,61.0,79,84.0,67.0,73.0,69.0,32.0,16.0,93.0,14.0,19,79.0
571,20.0,20.0,73.0,79.0,45.0,74.0,20.0,40.0,79.0,78.0,45.0,20.0,8.0,17.0,32.0,22.0,37.0,19.0,9.0,59.0,40.0,35.0,M. Dmitrović,20.0,9.0,79,45.0,20.0,9.0,30.0,17.0,81.0,39.0,79.0,26,40.0
572,43.0,76.0,76.0,82.0,67.0,11.0,85.0,76.0,15.0,16.0,85.0,36.0,69.0,54.0,64.0,82.0,68.0,77.0,73.0,71.0,73.0,69.0,L. Tousart,76.0,48.0,79,81.0,42.0,51.0,60.0,82.0,10.0,69.0,15.0,21,73.0
573,44.0,72.0,74.0,72.0,76.0,13.0,65.0,84.0,6.0,6.0,75.0,45.0,68.0,56.0,58.0,79.0,66.0,76.0,78.0,76.0,81.0,59.0,Marcos Llorente,61.0,53.0,79,66.0,39.0,65.0,56.0,80.0,11.0,61.0,15.0,23,58.0
574,68.0,33.0,79.0,72.0,75.0,15.0,74.0,75.0,11.0,13.0,77.0,63.0,81.0,71.0,78.0,34.0,81.0,54.0,80.0,76.0,69.0,81.0,B. Verbič,65.0,63.0,79,72.0,74.0,80.0,70.0,32.0,6.0,85.0,12.0,24,70.0
575,67.0,26.0,71.0,76.0,73.0,11.0,44.0,75.0,14.0,12.0,74.0,76.0,87.0,74.0,78.0,31.0,89.0,40.0,83.0,75.0,53.0,88.0,S. Bergwijn,55.0,59.0,79,71.0,73.0,74.0,72.0,26.0,14.0,87.0,13.0,20,78.0
576,39.0,78.0,78.0,78.0,68.0,12.0,76.0,76.0,7.0,7.0,76.0,46.0,73.0,24.0,75.0,80.0,69.0,75.0,76.0,81.0,78.0,77.0,A. Diallo,81.0,41.0,79,84.0,38.0,56.0,66.0,77.0,7.0,75.0,8.0,22,43.0
577,70.0,66.0,79.0,54.0,78.0,12.0,81.0,80.0,14.0,14.0,85.0,75.0,86.0,75.0,82.0,75.0,78.0,67.0,82.0,80.0,73.0,83.0,A. Golovin,38.0,52.0,79,63.0,72.0,73.0,69.0,70.0,10.0,80.0,16.0,22,76.0
578,12.0,18.0,71.0,81.0,55.0,81.0,27.0,31.0,75.0,74.0,18.0,15.0,18.0,17.0,40.0,16.0,44.0,22.0,29.0,51.0,25.0,48.0,M. Campaña,15.0,23.0,79,60.0,16.0,18.0,21.0,30.0,80.0,40.0,82.0,29,28.0
579,57.0,30.0,77.0,73.0,77.0,11.0,56.0,76.0,10.0,9.0,92.0,72.0,79.0,84.0,92.0,34.0,85.0,65.0,76.0,68.0,68.0,90.0,C. Pavón,48.0,59.0,79,61.0,72.0,78.0,76.0,49.0,13.0,93.0,7.0,22,84.0
580,72.0,18.0,76.0,77.0,65.0,10.0,43.0,69.0,12.0,12.0,70.0,62.0,80.0,72.0,79.0,14.0,75.0,27.0,80.0,78.0,58.0,83.0,K. Toko-Ekambi,74.0,69.0,79,71.0,81.0,80.0,74.0,28.0,8.0,84.0,14.0,25,78.0
581,56.0,65.0,72.0,64.0,78.0,6.0,73.0,83.0,13.0,13.0,69.0,80.0,76.0,81.0,71.0,75.0,77.0,55.0,80.0,69.0,79.0,60.0,Granell,55.0,68.0,79,66.0,74.0,74.0,73.0,74.0,14.0,65.0,14.0,29,73.0
