,Volleys,SlidingTackle,Reactions,Strength,Vision,GKDiving,Aggression,ShortPassing,GKHandling,GKKicking,Stamina,Curve,Dribbling,LongShots,Agility,StandingTackle,Balance,Marking,BallControl,Composure,LongPassing,SprintSpeed,Name,HeadingAccuracy,Penalties,Overall,Jumping,Finishing,Positioning,Crossing,Interceptions,GKPositioning,Acceleration,GKReflexes,Age,ShotPower
2614,51,67,72,73,34,13,78,68,8,13,74,49,58,52,55,77,61,72,72,64,71,70,Enaldo Toxeto,74,67,74,67,47,41,62,73,6,66,12,29,70
2615,37,62,72,72,69,10,92,75,16,15,86,56,56,44,65,74,72,73,66,69,67,51,Y. Cahuzac,66,47,74,71,43,56,52,76,15,52,12,32,54
2616,43,78,67,75,68,13,87,79,13,13,70,82,65,77,67,75,62,72,68,61,75,61,Elustondo,63,67,74,82,56,55,60,70,13,53,10,30,75
2617,60,62,74,72,70,15,73,73,7,7,80,76,73,68,77,65,79,57,75,71,62,75,J. Schmid,56,63,74,65,67,75,72,62,10,76,8,27,74
2618,59,34,68,56-5,71,12,52,79-1,7,16,77,80,76,69,77,47,80,35,75,66,69,69,Moi Gómez,54,59,74,73,68,69,75,51,7,73,7,23,68
2619,57,72,67,96,47,14,85,55,11,7,32,23,44,27,34,74,29,74,54,69,53,30,C. Samba,81,39,74,31,48,51,32,76,9,30,8,33,70
2620,62,49,69,58,68,14,62,63,16,8,80,72,79,72,83,52,71,37,75,70,57,78,Edmilson Junior,32,63,73,71,67,70,68,46,10,79,11,22,74
2621,60,69,73,73,72,13,62,76,8,13,83,74,64,72,68,70,66,66,73,75,76,61,S. Wuytens,74,55,73,75,47,58,68,72,15,56,15,27,72
2622,55,69,71,67,65,12,65,63,10,13,78,59,74,60,80,70,74,66,72,62,57,90,M. Mohammadi,55,61,73,53,48,60,72,70,6,87,13,23,57
2623,54,75,74,56,56,9,68,67,6,15,71,61,63,26,72,71,87,70,71,62,63,72,Laure,55,48,73,69,44,44,71,78,8,72,11,32,68
2624,14,13,74,64,50,70,35,26,73,67,33,13,15,15,39,19,44,12,20,48,38,36,D. Ousted,14,21,73,60,14,12,12,9,70,38,73,32,25
2625,60,15,65,75,65,12,44,56,10,10,69,58,68,69,67,14,65,17,68,70,30,73,T. Ndoro,73,70,73,65,75,78,39,13,14,70,7,29,76
2626,62,48,65,69,73,5,57,68,15,13,78,70,70,73,69,54,60,45,72,65,67,82,J. Zmrhal,59,52,73,55,67,71,72,56,14,80,11,23,77
2627,57,62,69,75,73,11,81,73,16,15,81,69,68,73,69,60,65,56,73,71,73,62,H. Lansbury,47,72,73,62,68,70,66,67,14,61,13,26,70
2628,12,15,71,73,38,66,34,36,71,65,20,12,12,14,49,14,42,16,22,60,31,53,D. Yurchenko,12,24,73,66,14,12,18,18,76,46,75,31,22
2629,71,31,72,44,70,10,49,72,15,13,71,45,73,65,79,37,83,18,70,60,54,84,Wu Lei,68,68,73,67,76,77,64,23,12,84,7,25,74
2630,58,56,58,43,73,7,47,75,12,8,67,73,78,67,78,48,81,41,77,65,69,73,Gabriel Boschilia,46,52,73,59,67,63,58,27,11,76,10,21,65
2631,51,29,67,57,73,13,31,73,8,6,76,71,73,66,79,27,62,16,74,65,65,83,J. Stanislas,43,61,73,48,70,66,71,60,7,77,6,27,70
2632,63,19,72,76,69,12,68,68,7,8,79,40,78,63,78,22,70,21,76,70,42,79,Richarlison,70,71,73,60,72,76,63,16,11,83,13,20,74
2633,51,74,72,70,68,13,72,64,6,14,71,44,63,62,62,76,61,74,67,66,67,61,M. Wilson,69,56,73,66,48,56,66,74,7,58,9,29,74
2634,19,68,68,78,37,14,70,66,7,14,69,52,44,43,62,75,58,70,58,60,68,67,S. Palitsevich,76,52,73,72,24,30,36,72,8,62,6,27,46
2635,66,25,68,47,68,7,43,69,7,11,68,73,84,75,87,39,74,30,77,73,61,82,O. Assaidi,33,64,73,46,66,64,65,30,7,82,14,28,74
2636,65,31,84,72,63,9,71,61,15,11,83,70,67,60,85,32,84,35,67,74,50,85,J. Maclaren,62,74,73,84,74,77,57,52,6,87,13,23,66
2637,28,72,69,70,49,15,64,65,8,9,81,58,65,45,82,71,87,68,65,69,65,85,G. Letizia,55,45,73,75,36,55,69,69,15,92,9,27,49
2638,34,74,65,82,53,11,62,68,13,15,85,67,74,58,71,76,50,73,69,62,59,73,G. Friend,68,50,73,73,52,64,66,70,6,74,12,29,65
2639,44,73,72,41,42,14,75,61,16,11,91,49,72,74,85,72,86,70,68,54,58,82,D. Pérez,60,55,73,93,45,69,59,71,10,79,14,28,69
2640,62,72,70,66,70,6,66,77,5,7,71,80,70,62,73,71,72,70,75,76,77,68,M. Pasqual,58,50,73,74,46,64,85,70,12,68,7,35,72
2641,48,71,68,80,51,8,70,69,9,16,82,62,57,61,64,74,54,72,62,65,71,64,M. Morishige,73,68,73,71,54,56,51,72,14,57,15,30,63
2642,62,30,70,81,70,14,69,70,9,15,73,62,76,69,71,39,59,24,74,83,58,73,I. Mboyo,72,71,73,81,70,75,66,38,14,71,9,30,71
2643,59,66,70,68,70,8,76,73,10,16,89,63,70,71,78,70,74,68,72,63,72,78,S. Holmén,64,60,73,76,61,70,67,70,6,75,7,33,72
2644,61,75,63,81,45,8,71,64,15,15,58,44,45,44,73,75,62,65,71,76,76,77,Brenito Duarte,72,57,73,80,33,30,53,70,8,71,10,33,60
2645,33,74,66,80,45,13,72,59,12,9,72,41,59,46,52,76,55,73,61,65,54,69,Carlos Ponck,68,49,73,88,35,45,44,72,11,65,10,22,54
2646,13,13,68,80,59,75,38,23,70,79,37,14,13,14,60,12,64,12,29,51,22,62,O. Ustari,14,18,73,79,14,15,15,28,69,56,75,30,17
2647,65,56,74,78,74,8,75,73,12,9,82,56,73,72,55,64,53,58,75,65,70,70,P. Kasami,62,63,73,59,60,67,66,67,8,62,6,25,84
2648,52,58,65,65,55,6,42,70,6,9,81,71,75,50,84,47,85,57,75,73,66,84,L. Pasciuti,48,47,73,61,50,69,72,53,9,91,10,27,56
2649,67,20,72,67,61,15,38,66,11,14,67,72,70,63,75,29,77,21,74,65,46,78,Nano,60,69,73,74,75,79,62,21,7,87,9,22,74
2650,74,35,75,74,73,15,61,75,15,13,77,70,73,80,75,49,62,46,76,80,71,69,Braga,54,74,73,52,68,72,73,56,8,54,6,34,82
2651,28,73,68,82,32,10,75,67,7,14,67,27,53,32,53,73,42,75,63,69,54,64,M. Miazga,69,31,73,79,16,27,25,68,7,67,15,21,35
2652,64,44,69,72,78,9,69,76,16,6,75,85,76,77,77,55,74,43,76,69,71,75,De las Cuevas,35,61,73,70,61,71,74,51,16,72,7,31,69
2653,56,38,70,60,76,6,40,76,8,11,61,59,76,50,77,42,71,39,74,66,69,69,K. Havertz,61,49,73,69,63,69,67,31,10,76,12,18,60
2654,51,67,70,59,78,9,68,80,11,7,61,77,71,74,58,68,72,69,72,52,79,59,S. Rybalka,42,63,73,57,56,35,62,72,14,58,10,27,75
2655,13,13,74,69,25,78,19,14,69,56,29,15,25,15,39,15,58,11,28,18,12,26,G. Makaridze,16,29,73,55,17,15,9,17,71,30,75,27,21
2656,70,26,69,68,62,12,63,68,15,13,84,58,71,68,73,31,63,32,74,67,54,76,Johnathan,69,58,73,69,74,70,63,31,13,77,7,27,77
2657,53,68,67,74,71,10,83,74,8,11,91,58,73,68,77,71,74,64,71,72,72,70,B. Kayal,66,58,73,90,54,63,65,67,14,72,6,29,72
2658,64,55,76,59,77,12,63,74,15,10,80,73,68,62,74,60,77,59,73,65,70,79,Kim Bo Kyung,58,72,73,73,59,75,69,62,13,79,13,27,64
2659,66,38,71,75,68,10,58,73,6,9,69,82,73,78,66,40,52,35,76,65,68,69,M. Gregoritsch,70,64,73,50,69,72,65,33,16,65,6,23,80
2660,18,16,71,64,20,74,17,24,71,67,35,20,12,14,30,12,60,13,14,27,26,48,M. Michel,19,14,73,64,12,17,15,17,72,50,75,25,18
2661,54,24,63,33,65,7,38,68,9,5,82,70,75,68,91,21,93,24,74,77,56,93,A. Di Gaudio,40,56,73,56,63,60,71,22,6,93,6,27,62
2662,54,67,78,76,67,15,85,69,8,15,78,57,57,53,57,73,60,73,65,77,65,35,A. Johansson,62,64,73,75,44,45,36,79,9,44,11,35,66
2663,43,70,74,76,62,6,72,73,9,16,91,51,66,63,66,72,64,72,71,74,70,70,N. Acevedo,70,45,73,80,45,60,49,68,6,69,15,28,62
2664,72,38,74,55,52,8,66,59,14,9,72,63,74,67,69,40,69,29,75,81,50,80,K. Ansarifard,72,61,73,73,74,68,59,54,15,78,12,27,78
2665,64,46,70,49,77,6,45,76,14,12,67,70,75,79,83,49,83,34,77,72,74,66,D. Bessa,50,59,73,52,64,74,69,45,12,76,14,24,76
2666,63,32,66,70,76,12,53,78,7,11,60,71,74,79,75,37,79,22,79,71,74,79,C. Carbonero,48,63,73,42,65,71,69,65,10,72,16,26,75
2667,58,17,71,71,66,10,39,66,12,15,56,67,77,72,77,23,59,19,75,71,62,82,Naranjo,63,66,73,67,76,72,67,14,14,79,7,22,70
2668,65,18,72,68,52,15,59,68,8,10,57,58,71,63,84,24,70,19,71,72,60,79,J. Lucero,73,71,73,71,71,72,58,25,14,84,6,25,71
2669,53,74,64,64,40,8,72,72,14,15,77,72,71,48,83,74,79,70,71,66,68,77,D. Calabria,60,48,73,69,30,42,76,70,12,79,7,20,56
2670,38,66,65,89,48,10,81,64,11,8,47,39,54,49,51,75,45,67,56,69,60,59,Douglas,78,46,73,71,38,43,39,71,8,47,13,29,73
2671,27,70,64,89,59,6,64,69,7,6,70,39,63,38,54,80,49,73,70,65,65,50,S. Vergini,67,49,73,45,33,51,63,75,13,33,8,28,45
2672,33,73,63,68,46,8,73,64,10,13,93,59,71,46,81,69,77,64,69,76,55,85,Cifuentes,55,57,73,82,42,69,73,65,6,88,9,26,74
2673,41,72,71,82,63,9,86,68,15,10,81,45,64,54,72,80,76,65,69,64,59,71,M. Nakamba,55,38,73,69,36,55,46,77,15,73,8,23,80
2674,68,61,73,57,76,14,65,76,13,9,72,85,73,76,73,63,77,58,74,79,77,54,K. Nakamura,74,80,73,71,70,64,76,71,14,53,9,36,78
2675,13,12,69,52,42,77,24,32,65,62,44,17,16,12,31,16,38,14,22,16,27,55,M. Rocora,18,21,73,38,11,12,20,22,75,41,76,29,26
2676,14,22,70,75,69,73,45,25,74,69,39,24,19,14,41,24,37,18,31,58,12,53,O. Rybka,20,21,73,69,12,13,20,29,71,52,73,30,14
2677,71,52,66,66,74,7,53,81,15,9,67,82,64,76,69,63,63,58,73,74,78,64,M. Vejinović,70,76,73,75,52,68,81,65,14,42,16,27,81
2678,75,16,77,75,63,12,64,68,9,6,78,64,70,67,70,12,68,11,69,62,47,67,M. Al Sahlawi,69,81,73,75,79,69,58,26,14,74,7,30,69
2679,14,74,70,88,13,8,65,58,13,11,68,13,42,12,59,75,59,75,56,63,45,66,F. Ceccherini,58,13,73,81,17,13,15,72,10,63,9,25,15
2680,72,44,67,50,68,11,45,76,13,13,67,77,72,68,81,51,79,49,75,76,63,84,Pietrson Mendes,56,68,73,52,66,68,76,47,9,80,7,33,74
2681,12,9,64,60,70,72,37,12,75,69,25,22,18,9,62,11,64,8,23,60,10,49,H. Donadell,13,15,73,52,6,6,8,16,73,59,72,33,17
2682,61,59,70,52,68,8,67,78,14,14,82,74,72,65,78,61,85,59,72,75,75,70,V. Nogueira,44,63,73,71,64,68,63,67,9,76,11,29,64
2683,69,27,69,67,63,15,38,71,5,14,76,74,75,77,82,27,83,19,78,67,65,82,L. Siligardi,46,61,73,34,63,70,71,23,14,80,8,29,72
2684,66,73,66,72,67,15,72,71,8,13,75,62,68,68,62,73,57,72,68,71,74,68,K. Laifis,75,54,73,67,56,65,61,73,13,65,10,24,74
2685,34,76,69,70,52,9,76,68,8,11,91,55,57,38,78,74,72,69,61,64,62,78,D. Appiah,66,47,73,88,33,49,63,70,13,76,9,25,41
2686,67,31,78,33,72,6,48,72,14,13,68,74,76,58,91,34,90,38,74,74,64,83,R. Gauld,46,58,73,65,63,65,67,43,13,86,15,21,65
2687,75,15,68,71,58,10,78,65,14,15,64,64,66,69,69,27,74,26,71,76,45,70,Rafael Martins,67,74,73,75,73,74,59,20,10,70,11,28,85
2688,52,71,71,61,65,14,68,68,12,8,85,71,68,64,76,70,80,73,70,68,67,79,C. Löwe,56,74,73,79,53,62,70,71,8,80,12,28,72
2689,63,27,68,85+1,62,11,65,63,9,13,76,62,65,68-2,55,25,48,24,70,76,57,61,J. Furch,78,64,73,67,77,78,51,46,8,53,13,27,75
2690,16,12,68,71,49,72,29,30,75,60,32,15,11,16,57,13,36,13,30,65,11,40,R. Pasveer,13,28,73,65,12,15,11,13,75,46,70,33,26
2691,57,68,74,73,69,9,72,74,9,6,78,68,68,68,78,71,77,64,72,71,72,64,S. Siani,67,84,73,79,61,69,66,73,10,71,11,30,76
2692,69,75,69,72,66,15,67,73,13,14,69,74,69,76,75,71,73,75,72,72,72,68,F. Tabanou,68,73,73,76,59,67,77,68,11,78,6,28,80
2693,46,70,71,76,71,13,82,77,12,9,78,61,57,68,63,70,68,73,72,67,76,51,F. Silva,37,58,73,68,51,72,61,76,8,47,9,31,79
2694,66,30,68,67,67,11,61,69,15,6,68,64,76,73,83,31,76,28,77,67,61,86,S. Gümüş,62,59,73,68,75,72,59,21,7,87,15,23,77
2695,64,30,62,66,64,7,63,64,11,6,86,74,74,69,91,34,88,29,73,55,58,90,S. Muwashar,39,70,73,74,66,70,72,26,12,91,9,28,75
2696,12,17,62,61,52,77,27,17,71,68,38,17,14,15,43,20,49,15,21,15,15,50,Jaim Abra,14,16,73,41,13,10,22,18,73,58,74,25,23
2697,73,28,72,84,72,15,68,68,7,7,60,62,70,64,58,36,48,27,74,78,67,67,N. Bendtner,78,77,73,70,69,66,62,29,8,70,15,29,78
2698,54,63,75,62,71,9,72,76,7,12,85,62,70,64,69,70,84,65,72,71,70,66,J. Delaplace,39,55,73,78,49,66,61,74,8,69,9,31,57
2699,74,47,70,56,73,10,44,74,7,8,72,75,73,72,74,32,64,25,77,76,67,71,Lucas Piazon,53,73,73,44,72,70,71,32,10,70,14,23,70
2700,40,74,63,77,47,8,84,67,9,10,72,43,43,45,63,70,67,70,60,64,55,66,Miguel Flaño,76,52,73,89,45,36,40,66,10,57,5,32,52
2701,48,69,74,67,57,7,83,72,12,8,71,49,61,66,65,75,71,75,65,70,68,69,Fábio Pacheco,59,44,73,78,45,53,51,76,15,66,16,29,69
2702,54,71,64,79,48,8,82,66,14,14,77,36,39,31,47,72,57,72,67,53,69,51,P. McShane,69,41,73,82,33,36,64,69,7,48,16,31,47
2703,69,14,73,77,68,16,71,71,13,15,70,67,70,68,67,24,66,18,69,67,58,75,L. Castaignos,68,62,73,76,71,73,52,36,14,68,10,24,76
2704,43,69,69,74,66,16,72,75,13,16,91,63,70,68,70,70,73,69,71,68,76,75,M. Uribe,67,68,73,75,70,66,70,65,7,76,14,26,66
2705,15,10,70,56,67,73,22,14,77,69,31,20,21,14,40,14,39,16,21,23,16,53,Freder Cabral,17,13,73,41,11,12,19,15,76,42,66,25,19
2706,70,33,71,65,68,8,66,68,6,6,78,61,77,69,75,31,72,34,68,71,61,85,Mateus,56,59,73,74,71,73,67,46,10,78,15,33,73
2707,43,68,74,85,57,15,87,70,9,11,91,49,64,53,57,74,49,67,66,66,59,58,Idris,75,53,73,65,38,54,48,75,6,55,15,32,77
2708,8,20,69,33,61,76,26,25,73,62,32,10,13,9,27,23,34,15,14,52,12,35,D. Barreto,11,19,73,43,9,5,16,21,71,35,74,35,25
2709,30,73,67,74,56,11,59,70,15,7,76,67,71,32,64,75,64,72,71-2,67,55,73,A. Touré,67,40,73,74,60,60,71,72,7,70,12,21,55
2710,20,73,66,80,56,13,69,66,14,14,70,33,59,35,61,75,68,74,63,72,62,63,T. Lees,73,42,73,81,36,38,63,69,9,61,15,26,38
2711,49,72,66,65,60,14,64,68,6,16,78,69,71,62,72,72,74,70,73,63,65,79,Rodrigo Galo,58,57,73,68,36,68,74,69,11,78,11,30,75
2712,46,76,70,68,60,8,70,68,13,15,77,70,68,58,73,76,72,72,68,70,62,77,E. Krafth,64,54,73,68,41,52,68,70,14,74,7,22,70
2713,67,26,68,67,71,11,48,76,10,7,61,69,76,71,72,37,60,29,77,60,71,75,J. Correa,43,57,73,36,69,67,73,31,8,71,8,22,74
2714,22,78,62,76,39,7,75,65,7,8,72,32,48,24,53,75,44,74,57,65,67,69,Diego González,71,42,73,72,25,41,66,67,8,67,12,22,35
2715,13,66,70,74,62,12,78,75,16,11,90,59,65,59,77,70,66,68,72,75,70,69,R. Jack,59,57,73,69,51,45,64,72,8,69,9,25,67
2716,64,21,74,50,68,7,32,63,14,11,73,73,77,64,84+1,25,77,27,74,69,56,84,Héldon,59,71,73,61,72,71,68,31,6,86,14,28,72
2717,52,73,68,79,68,8,67,64,14,13,87,59,75,74,67,69,63,66,73,66,73,78,L. Jara,60,38,73,70,41,68,76,75,9,73,6,26,65
2718,69,29,61,51,75,6,56,72,14,16,58,73,73,71,82,35,74,30,73,72,68,72,G. Fernández,68,63,73,74,68,70,57,31,10,74,9,33,78
2719,50,35,54,63,72,11,52,68,6,11,88,62,75+1,68,93,49,93,43,71,70,60,90,J. Hayes,30,48,73,84,63,57,76,47,11,87,14,29,72
2720,51,75,74,73,58,16,71,67,11,11,72,47,61,56,74,74,64,72,69,69,60,73,F. Kudryashov,63,46,73,70,41,45,71,74,12,71,8,30,43
2721,51,65,71,62,65,15,70,75,8,13,74,75,76,61,77,64,79,66,76,74,66,79,Dodô,57,46,73,73,46,70,76,59,10,75,9,25,72
2722,74,23,71,62,64,9,52,70,16,10,67,69,71,63,73,23,73,17,73,66,54,78,S. Zoller,63,66,73,62,78,75,68,20,10,78,13,26,72
2723,43,72,75,82,46,12,70,74,8,12,70,40,38,55,48,72,55,69,54,63,70,33,I. Kutepov,80,36,73,34,35,30,34,83,16,32,11,23,74
2724,37,73+3,57,74,52,13,71,64,8,10,76,65,60,32,79,76+3,71,72+3,72,66+2,55,89,Hermoso,61,45,73,85,29,64,71,71+3,5,80,8,22,61
2725,66,40,69,68,68,8,55,71,10,10,87,69,72,68,78,37,78,43,71,68,67,89,R. Noir,62,59,73,68,71,69,69,57,6,89,12,30,72
2726,64,24,69,56,73,15,57,65,15,9,74,63,78,68,75,25,83,37,73,56,61,78,M. Bolaños,43,61,73,57,72,73,58,23,6,87,9,27,73
2727,32,64,68,74,65,15,73,75,14,8,82,49,67,41,75,70,83,63,72,75,70,67,J. Pelupessy,61,50,73,70,37,56,53,76,8,68,14,24,53
2728,60,68,77,44,66,12,60,68,15,12,78,59,76,70,89,70,87,62,73,65,70,92,R. Dartés,52,59,73,70,68,67,75,67,9,84,10,33,69
2729,44,74,68,72,56,12,75,68+1,14,9,73,33,72,47,73,75,64+1,68,66,68,65,82,J. St. Juste,66,59,73,86,48,57+2,32,75,13,84,11,20,66
2730,67,73,76,71,77,8,65,73,7,12,74,74,74,72,66,67,69,64,75,82,74,72,Elias Fontoira,66,72,73,70,69,66,70,75,10,68,12,33,68
2731,58,60,68,78,74,4,67,78,4,4,76,61,72,68,67,68,68,60,76,72,76,60,L. Crisetig,68,59,73,72,33,60,62,73,4,48,4,24,70
2732,35,72,72,72,35,6,66,71,12,6,70,33,43,34,57,76,66,73,67,77,68,41,A. Kruiswijk,68,59,73,77,25,33,53,74,9,45,6,32,62
2733,49,73,72,70,66,9,62,68,10,6,83,56,57,54,79,74,62,73,64,67,63,76,R. Benzar,61,55,73,56,47,61,72,68,6,75,7,25,57
2734,59,43,64,39,76,13,67,73,13,14,73,75,76,69,76,40,85,34,75,56,65,69,A. Pritchard,42,66,73,59,67,70,63,37,10,77,8,24,76
2735,64,39,68,55,69,9,42,69,10,12,76,58,75,66,80,34,88,38,73,66,63,80,R. Philippoteaux,43,48,73,49,71,76,64,71,11,82,13,29,68
2736,62,32,73,80,59,8,55,59,10,6,64,71,67,65,70,36,77,36,69,71,48,82,B. Assombalonga,66,65,73,75,74,74,59,48,11,81,7,24,71
2737,59,70,73,71,58,10,79,66,9,8,77,73,70,64,74,74,69,74,68,68,64,76,S. Pocognoli,63,58,73,81,50,67,76,67,15,77,13,29,73
2738,53,67,73,69,72,14,52,75,12,6,83,59,74,54,75,69,66,72,75,77,72,67,C. Moritz,63,58,73,68,53,65,73,76,12,52,16,27,69
2739,74,49,72,63,61,12,80,68,10,16,82,65,71,74,76,59,78,49,72,70,49,77,M. Urruti,63,66,73,68,75,73,36,49+13,8,79,7,26,80
2740,55,12,74,80,38,11,66,57,9,7,58,29,53,71,34,14,39,16,68,74,23,69,D. Ciofani,78,65,73,86,75,79,26,29,13,61,15,31,77
2741,68,77,63,70,63,15,89,73,7,9,81,51,71,61,63,70,74,75,69,73,66,69,W. Katsande,65,71,73,62,59,59,55,74,8,68,10,31,67
2742,32,70,70,73,59,9,65,66,11,11,86,41,68,55,72,74,71,72,68,71,61,75,L. Ayling,66,38,73,76,39,58,67,72,9,74,8,25,63
2743,42,77,61,67,51,15,66,61,7,13,88,61,74,44,75,72,77,67,63,52,59,82,M. Caire,77,35,73,86,28,58,67,73,6,84,7,28,51
2744,71,61,69,66,71,11,71,72,8,15,76,69,74,70,75,53,74,38,71,67,67,76,K. Saief,40,66,73,70,69,68,70,56,8,78,12,23,73
2745,25,70,72,72,55,16,80,67,16,9,86,47,68,54,73,74,69,70,69,72,65,78,G. Cunningham,69,44,73,75,50,60,73,66,11,78,7,26,60
2746,41,74,73,73,71,11,68,73,10,9,72,42,71,64,57,75,61,70,66,66,71,55,Marcos Paneira,72,51,73,71,59,41,61,72,8,59,9,29,54
2747,59,74,75,76,60,12,68,72,7,8,70,65,66,60,67,77,54,75,69,76,66,62,M. Lustig,75,33,73,81,48,44,69,75,13,53,10,30,65
2748,23,70,62,87,38,6,81,65,10,14,71,33,44,20,41,73,32,72,64,66,53,53,K. Bartley,78,46,73,33,24,25,39,70,10,58,7,26,36
2749,78,24,75,77,54,10,79,58,11,11,78,53,60,70,68,29,66,25,68,68,39,79,A. Rudņevs,74,74,73,80,71,72,44,28,14,76,15,29,81
2750,45,70,70,78,35,11,79,53,15,14,68,51,53,37,67,74,65,70,58,60,46,68,G. Alcoba,75,53,73,65,33,23,48,75,14,67,12,32,46
2751,68,58,66,73,70,10,64,73,6,9,83,68,73,67,77,47,70,54,71,68,63,83,K. Monnet-Paquet,63,57,73,66,70,70,73,53,6,84,16,28,74
2752,70,61,74,74,73,15,69,76,16,15,91,42,72,57,81,65,81,64,75,74,75,76,R. Yabo,55,61,73,71,55,67,58,71,16,80,9,25,61
2753,69,27,76,61,64,13,66,70,10,9,77,66,75,61,93,30,88,24,68,71,61,94,C. Njie,51,56,73,60,73,76,66,32,9,91,11,23,75
2754,49,68,64,80,72,7,72,78,6,14,82,68,70,55,71,71,66,67,76,66,75,64,E. Kalinski,71,41,73,88,45,69,59,68,15,75,8,30,57
2755,25,67,66,84,49,15,76,57,16,12,78,27,36,36,67,72,64,73,55,67,49,74,Koo Ja Ryong,69,32,73,82,24,22,25,78,10,69,7,25,36
2756,22,71,69,81,45,9,72,58,8,16,69,57,55,20,55,73,49,73,56,69,61,57,N. Sánchez,74,56,73,88,40,28,57,72,14,43,6,31,20
2757,44,68,70,83,46,14,75,67,6,6,68,68,55,61,53,73,65,74,65,73,64,35,V. Forren,71,60,73,83,39,37,45,73,11,48,13,29,78
2758,19,72,70,79,25,7,74,50,10,5,67,31,40,41,65,76,48,74,52,68,52,69,M. Bianchetti,69,39,73,70,21,21,32,74,5,46,10,24,69
2759,63,16,62,88,48,7,49,53,10,15,58,53,65,58,60,22,58,18,68,56,35,63,F. Diedhiou,81,75,73,62,77,80,33,19,11,55,12,24,75
2760,52,68,68,71,64,11,69,71,8,14,85,64,68,61,78,72,67,66,70,70,67,79,F. Novák,65,42,73,65,63,69,73,69,10,77,7,27,64
2761,53,74,70,60,66,11,66,72,10,12,80,72,70,69,70,75,69,71,73,64,69,77,Lucas Lima,41,53,73,77,43,71,72,70,16,66,11,25,73
2762,65,72,73,73,67,11,75,71,10,7,82,67,71,70,72,73,67,69,68,73,67,83,Somália,45,62,73,54,68,69,70,70,8,77,8,28,72
2763,68+2,27,74,68+4,68-3,13,72+5,65,10,12,56+3,67,72,64,58+4,31,77,23,71,61,57,69+3,M. Santos,70,70+2,73,74,74,73,66-3,37,6,71+2,10,24,75+3
2764,38,80,66,61,62,6,64,75,10,5,92,47,64,63,77,78,87,68,59,63,66,71,S. Ascacibar,59,48,73,92,39,31,51,83,14,76,9,20,53
2765,7,13,71,67,45,74,17,25,71,66,32,16,13,13,34,11,40,17,12,31,30,45,F. Rønnow,12,17,73,63,9,14,14,12,70,48,76,24,21
2766,61,67,72,59,73,10,62,75,7,11,80,59,58,66,82,69,67,70,76,71,75,75,A. Fransson,60,47,73,68,55,63,54,70,10,81,11,23,69
2767,11,14,72,65,51,73,23,12,70,71,29,13,11,15,36,12,34,11,17,30,12,30,Muriel,13,23,73,73,12,14,13,13,70,33,76,30,12
2768,34,76,73,46,65,10,60,74,13,16,55,68,75,49,73,74,75,74,76,70,73,69,A. Uchida,61,41,73,72,36,71,75,74,15,69,16,29,68
2769,70,26,68,54,68,11,38,75,10,6,69,75,80,64,79,30,77,30,78,68,67,79,F. Di Francesco,36,69,73,44,60,70,75,23,10,77,5,23,72
2770,56,75,65,80,42,10,84,70,7,9,68,64,65,68,62,76,61,77,68,67,46,75,Juli Piresinho,71,65,73,70,20,36,75,73,7,64,8,29,87
2771,70,35,59,61,72,14,59,74,7,12,72,84,72,76,68,40,62,36,76,66,80,66,Susaeta,42,75,73,39,66,65,82,53,12,67,15,32,83
2772,32,64,68,74,72,7,85,74,14,14,84,49,69,60,59,77,61,62,74,62,67,70,Fausto Tienza,55,48,73,72,55,69,49,75,14,69,11,27,62
2773,43,71,74,66,45,16,72,68,13,10,79,54,71,42,71,75,55,75,62,73,52,82,Vinicius Cardenha,67,67,73,67,52,42,74,71,12,66,8,25,46
2774,71,73,74,74,71,12,87,70,9,9,80,70,67,81,69,72,71,70,73,76,74,52,C. Gardner,68,81,73,69,63,70,70,68,16,54,14,30,87
2775,44,76,60,81,70,14,73,67,11,7,89,65,51,70,59,73,52,72,59,59,72,53,Osmar,71,68,73,70,45,57,54,74,16,54,9,29,70
2776,45,74,69,57,53,12,67,61,13,8,76,60,64,53,89,75,91,72,66,66,48,78,Y. Nagatomo,55,44,73,81,46,60,68,72,13,89,15,30,51
2777,61,74,70,64,60,11,76,72,10,7,74,59,68,65,78,75,82,73,72,68,62,74,O. Sorg,58,51,73,63,40,49,68,73,8,75,13,27,79
2778,39,73,75,73,62,7,81,73,7,6,75,57,73,69,74,70,80,69,76,75,66,76,L. Vácha,73,59,73,78,59,59,63,69,7,77,6,28,68
2779,10,11,67,59,23,73,25,24,74,60,20,11,13,16,55,10,31,14,21,40,28,43,V. Belec,13,23,73,75,10,11,11,21,73,53,74,27,23
2780,24,75,79,74,44,14,79,48,18,18,77,33,22,25,68,73,50,76,48,70,44,62,H. Gombez,63,44,73,79,29,22,51,77,16,60,11,33,56
2781,69,60,71,65,79,7,66,77,6,11,73,77,69,75,70,61,75,51,72,80,72,64,G. Dorrans,69,74,73,69,62,66,75,68,6,68,11,30,77
2782,14,10,68,60,31,77,34,29,70,69,40,22,12,11,66,11,50,11,30,36,27,63,Alberto,14,21,73,75,15,13,25,20,70,62,72,32,37
2783,62,73,75,67,72,13,77,76,9,12,63,52,75,69,85,71,87,69,75,75,68,76,J. Obi,50,59,73,78,55,67,68,72,15,84,13,26,77
